Formula,crystal_system,A,B,ARR_A,ARR_B,MPR_A,MPR_B,END_A,END_B,OF,t,BL_AB,BL_AX,BL_BX,ENR,r_A12,r_A6,r_B,EN_A,EN_B,R_A,IE_A,D_A,TC_A,VLC_A,MP_A,BP_A,CR_A,VR_A,AM_A,R_B,IE_B,D_B,TC_B,VLC_B,MP_B,BP_B,CR_B,VR_B,AM_B
SnCrO3,Orthorhombic,Sn,Cr,2.35,2.133333333,9.291390728,40.10301692,1.48,1.78,0.392857143,0.801387685,234.9919,186.802864,179.714844,0.912820513,0.81,0.69,0.55,1.96,1.66,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,128,653,7.15,94.0,6,2180.0,2944.0,114,189,51.996
SnCsO3,Orthorhombic,Sn,Cs,2.35,4.966666667,9.291390728,5.548013245,1.48,2.65,1.192857143,0.509024751,240.876799,186.802864,185.367975,0.863192182,0.81,0.69,1.67,1.96,0.79,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,298,376,1.873,58.0,3,301.59,944.0,120,343,132.905452
SnCuO3,Cubic,Sn,Cu,2.35,2.25,9.291390728,24.97737307,1.48,1.54,0.385714286,0.80551855,226.999676,186.802864,171.786556,0.793814433,0.81,0.69,0.54,1.96,1.9,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,135,745,8.96,400.0,11,1357.77,2835.0,106,140,63.55
SnDyO3,Cubic,Sn,Dy,2.35,3.133333333,9.291390728,30.99705666,1.48,2.22,0.65,0.676496098,240.950716,186.802864,185.556444,0.961038961,0.81,0.69,0.91,1.96,1.22,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,188,573,8.55,120.0,6,1685.0,2840.0,120,229,162.5
SnErO3,Cubic,Sn,Er,2.35,3.15,9.291390728,33.14937454,1.48,2.2,0.635714286,0.682404361,240.953344,186.802864,185.5644,0.96069869,0.81,0.69,0.89,1.96,1.24,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,189,589,9.066,60.0,8,1802.0,3141.0,120,235,167.26
SnEuO3,Orthorhombic,Sn,Eu,2.35,3.3,9.291390728,20.14348786,1.48,2.24,0.678571429,0.664981271,240.948016,186.802864,185.548416,0.953191489,0.81,0.69,0.95,1.96,1.2,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,198,547,5.243,100.0,3,1095.0,1802.0,120,233,151.964
SnFeO3,Trigonal,Sn,Fe,2.35,2.1,9.291390728,33.31493745,1.48,1.61,0.421428571,0.78527939,219.998479,186.802864,164.766711,0.809045226,0.81,0.69,0.59,1.96,1.83,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,126,762,7.874,79.0,8,1811.0,3134.0,99,194,55.84
SnGaO3,Cubic,Sn,Ga,2.35,2.25,9.291390728,5.572295806,1.48,1.63,0.442857143,0.773616825,242.997975,186.802864,187.760879,0.806930693,0.81,0.69,0.62,1.96,1.81,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723
SnGdO3,Cubic,Sn,Gd,2.35,3.216666667,9.291390728,29.17586461,1.48,2.24,0.671428571,0.667823071,240.948016,186.802864,185.548416,0.957264957,0.81,0.69,0.94,1.96,1.2,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,193,593,7.895,91.0,4,1586.0,3546.0,120,237,157.25
SnGeO3,Monoclinic,Sn,Ge,2.35,2.033333333,9.291390728,22.28476821,1.48,1.43,0.378571429,0.809692221,240.999775,186.802864,185.815959,0.740932642,0.81,0.69,0.53,1.96,2.01,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63
SnGeO3,Trigonal,Sn,Ge,2.35,2.033333333,9.291390728,22.28476821,1.48,1.43,0.378571429,0.809692221,240.999775,186.802864,185.815959,0.740932642,0.81,0.69,0.53,1.96,2.01,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63
SnGeO3,Cubic,Sn,Ge,2.35,2.033333333,9.291390728,22.28476821,1.48,1.43,0.378571429,0.809692221,240.999775,186.802864,185.815959,0.740932642,0.81,0.69,0.53,1.96,2.01,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63
SnGeO3,Orthorhombic,Sn,Ge,2.35,2.033333333,9.291390728,22.28476821,1.48,1.43,0.378571429,0.809692221,240.999775,186.802864,185.815959,0.740932642,0.81,0.69,0.53,1.96,2.01,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63
SnHfO3,Orthorhombic,Sn,Hf,2.35,2.916666667,9.291390728,46.10007358,1.48,2.14,0.507142857,0.740618951,240.960796,186.802864,185.587836,1.014218009,0.81,0.69,0.71,1.96,1.3,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,175,658,13.31,0.00943,12,2506.0,4876.0,120,212,178.49
SnHgO3,Trigonal,Sn,Hg,2.35,2.516666667,9.291390728,4.310522443,1.48,1.44,0.792857143,0.622592026,240.999856,186.802864,185.813376,0.573705179,0.81,0.69,1.11,1.96,2.0,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,151,1007,13.5336,79.0,4,234.32,629.88,120,209,200.59
SnHgO3,Cubic,Sn,Hg,2.35,2.516666667,9.291390728,4.310522443,1.48,1.44,0.792857143,0.622592026,240.999856,186.802864,185.813376,0.573705179,0.81,0.69,1.11,1.96,2.0,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,151,1007,13.5336,79.0,4,234.32,629.88,120,209,200.59
SnHoO3,Cubic,Sn,Ho,2.35,3.166666667,9.291390728,32.13760118,1.48,2.21,0.642857143,0.679437385,240.952039,186.802864,185.560431,0.960869565,0.81,0.69,0.9,1.96,1.23,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,190,581,8.795,29.0,7,1747.0,2973.0,120,216,164.93033
SnInO3,Cubic,Sn,In,2.35,2.766666667,9.291390728,7.905629139,1.48,1.66,0.571428571,0.710320903,242.997084,186.802864,187.751996,0.754545455,0.81,0.69,0.8,1.96,1.78,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,166,558,7.31,29.0,13,429.75,2345.0,122,193,114.818
SnIrO3,Cubic,Sn,Ir,2.35,2.266666667,9.291390728,50.01839588,1.48,1.24,0.45,0.769805905,240.994816,186.802864,185.861616,0.610837438,0.81,0.69,0.63,1.96,2.2,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,136,880,22.56,31.0,17,2719.0,4701.0,120,202,192.22
SnKO3,Orthorhombic,Sn,K,2.35,4.05,9.291390728,6.190765269,1.48,2.62,0.985714286,0.562124456,316.883036,186.802864,261.382204,0.942446043,0.81,0.69,1.38,1.96,0.82,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,243,419,0.862,140.0,1,336.53,1032.0,196,275,39.0983
SnLaO3,Cubic,Sn,La,2.35,3.25,9.291390728,21.90949227,1.48,2.34,0.735714286,0.643088883,240.933436,186.802864,185.507196,0.962962963,0.81,0.69,1.03,1.96,1.1,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,195,538,6.145,17.0,5,1191.0,3737.0,120,240,138.9055
SnLiO3,Cubic,Sn,Li,2.35,2.783333333,9.291390728,8.345290655,1.48,2.46,0.542857143,0.723474994,248.913564,186.802864,193.455356,1.138888889,0.81,0.69,0.76,1.96,0.98,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0
SnLuO3,Cubic,Sn,Lu,2.35,2.9,9.291390728,35.61442237,1.48,2.17,0.614285714,0.691462826,240.957151,186.802864,185.576199,0.960176991,0.81,0.69,0.86,1.96,1.27,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667
SnMgO3,Cubic,Sn,Mg,2.35,2.416666667,9.291390728,16.97939662,1.48,2.13,0.514285714,0.737125465,261.961975,186.802864,206.591679,1.004716981,0.81,0.69,0.72,1.96,1.31,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,145,738,1.738,190.0,2,923.0,1363.0,141,173,24.305
SnMnO3,Cubic,Sn,Mn,2.35,2.116666667,9.291390728,27.94334069,1.48,1.89,0.378571429,0.809692221,223.984871,186.802864,168.678511,0.979274611,0.81,0.69,0.53,1.96,1.55,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,127,717,7.44,7.7,7,1519.0,2334.0,103,197,54.93804
SnMoO3,Orthorhombic,Sn,Mo,2.35,2.316666667,9.291390728,53.27446652,1.48,1.28,0.464285714,0.762295603,246.9964,186.802864,191.852544,0.624390244,0.81,0.69,0.65,1.96,2.16,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,139,684,10.22,94.0,6,2896.0,4912.0,126,209,95.95
SnNaO3,Orthorhombic,Sn,Na,2.35,3.166666667,9.291390728,6.823951435,1.48,2.51,0.728571429,0.645746275,286.904519,186.802864,231.432991,1.037190083,0.81,0.69,1.02,1.96,0.93,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,190,496,0.971,85.0,1,370.95,1156.0,166,227,22.9897693
SnNbO3,Tetragonal,Sn,Nb,2.35,2.433333333,9.291390728,50.58866814,1.48,1.84,0.485714286,0.751300955,245.988336,186.802864,190.695296,0.884615385,0.81,0.69,0.68,1.96,1.6,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,146,652,8.57,31.0,5,2750.0,5017.0,125,207,92.90637
SnNdO3,Cubic,Sn,Nd,2.35,3.333333333,9.291390728,23.80426784,1.48,2.3,0.7,0.656599154,240.939484,186.802864,185.5239,0.966386555,0.81,0.69,0.98,1.96,1.14,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24
SnNiO3,Cubic,Sn,Ni,2.35,2.066666667,9.291390728,31.78807947,1.48,1.53,0.342857143,0.831226589,218.999775,186.802864,163.789319,0.813829787,0.81,0.69,0.48,1.96,1.91,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693
SnNpO3,Cubic,Sn,Np,2.35,2.916666667,9.291390728,16.86902134,1.48,2.08,0.614285714,0.691462826,240.9676,186.802864,185.610624,0.920353982,0.81,0.69,0.86,1.96,1.36,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,175,604,20.45,17.0,9,917.0,4175.0,120,221,237.048172
SnOsO3,Cubic,Sn,Os,2.35,2.283333333,9.291390728,60.81677704,1.48,1.24,0.407142857,0.79325177,240.994816,186.802864,185.861616,0.629441624,0.81,0.69,0.57,1.96,2.2,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,137,840,22.61,23.0,16,3306.0,5285.0,120,216,190.2
SnPaO3,Orthorhombic,Sn,Pa,2.35,3.0,9.291390728,33.94039735,1.48,1.94,0.65,0.676496098,240.980956,186.802864,185.661276,0.83982684,0.81,0.69,0.91,1.96,1.5,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,180,568,15.37,58.0,7,1845.0,4026.0,120,243,231.03588
SnPbO3,Cubic,Sn,Pb,2.35,2.916666667,9.291390728,11.04874908,1.48,1.11,0.557142857,0.716837608,240.987679,186.802864,185.889111,0.509174312,0.81,0.69,0.78,1.96,2.33,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0
SnPbO3,Orthorhombic,Sn,Pb,2.35,2.916666667,9.291390728,11.04874908,1.48,1.11,0.557142857,0.716837608,240.987679,186.802864,185.889111,0.509174312,0.81,0.69,0.78,1.96,2.33,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0
SnPbO3,Tetragonal,Sn,Pb,2.35,2.916666667,9.291390728,11.04874908,1.48,1.11,0.557142857,0.716837608,240.987679,186.802864,185.889111,0.509174312,0.81,0.69,0.78,1.96,2.33,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0
SnPdO3,Cubic,Sn,Pd,2.35,2.283333333,9.291390728,33.6285872,1.48,1.24,0.442857143,0.773616825,245.994816,186.802864,190.861616,0.613861386,0.81,0.69,0.62,1.96,2.2,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,137,804,12.02,91.0,10,1828.05,3236.0,125,163,106.42
SnPmO3,Cubic,Sn,Pm,2.35,3.35,9.291390728,24.19058131,1.48,2.31,0.692857143,0.659369615,240.937999,186.802864,185.519751,0.974683544,0.81,0.69,0.97,1.96,1.13,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,201,540,7.26,7.7,1,1315.0,3273.0,120,236,144.91276
SnPrO3,Cubic,Sn,Pr,2.35,3.333333333,9.291390728,22.1486387,1.48,2.31,0.607142857,0.694535994,240.937999,186.802864,185.519751,1.026666667,0.81,0.69,0.85,1.96,1.13,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,200,527,6.773,31.0,7,1204.0,3793.0,120,239,140.90766
SnPtO3,Cubic,Sn,Pt,2.35,2.316666667,9.291390728,37.55610743,1.48,1.16,0.478571429,0.754930428,240.990784,186.802864,185.878896,0.560386473,0.81,0.69,0.67,1.96,2.28,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,139,870,21.46,94.0,18,2041.55,4098.0,120,209,195.08
SnPuO3,Orthorhombic,Sn,Pu,2.35,2.916666667,9.291390728,16.79543782,1.48,2.16,0.592857143,0.700765016,240.958384,186.802864,185.580096,0.968609865,0.81,0.69,0.83,1.96,1.28,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,175,585,19.84,23.0,10,913.0,3501.0,120,243,244.0642
SnRbO3,Orthorhombic,Sn,Rb,2.35,5.05,9.291390728,5.747976453,1.48,2.62,1.085714286,0.535173283,237.883036,186.802864,182.382204,0.897260274,0.81,0.69,1.52,1.96,0.82,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,303,403,1.532,58.0,1,312.46,961.0,117,303,85.468
SnReO3,Orthorhombic,Sn,Re,2.35,2.283333333,9.291390728,63.63134658,1.48,1.54,0.45,0.769805905,240.999676,186.802864,185.786556,0.75862069,0.81,0.69,0.63,1.96,1.9,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,137,760,21.02,17.0,15,3459.0,5869.0,120,217,186.207
SnRhO3,Cubic,Sn,Rh,2.35,2.25,9.291390728,41.15158205,1.48,1.16,0.428571429,0.781352993,245.990784,186.802864,190.878896,0.58,0.81,0.69,0.6,1.96,2.28,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,135,720,12.41,100.0,9,2237.0,3968.0,125,195,102.9055
SnRuO3,Orthorhombic,Sn,Ru,2.35,2.266666667,9.291390728,47.9580574,1.48,1.24,0.442857143,0.773616825,246.994816,186.802864,191.861616,0.613861386,0.81,0.69,0.62,1.96,2.2,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,136,710,12.37,79.0,8,2607.0,4423.0,126,207,101.1
SnSbO3,Tetragonal,Sn,Sb,2.35,2.316666667,9.291390728,16.62582781,1.48,1.39,0.542857143,0.723474994,240.999271,186.802864,185.826111,0.643518519,0.81,0.69,0.76,1.96,2.05,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,139,834,6.685,50.0,15,903.78,1860.0,120,206,121.76
SnScO3,Cubic,Sn,Sc,2.35,2.7,9.291390728,33.37012509,1.48,2.08,0.535714286,0.726839994,268.9676,186.802864,213.610624,0.96744186,0.81,0.69,0.75,1.96,1.36,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,162,633,2.989,16.0,3,1814.0,3109.0,148,211,44.95591
SnSiO3,Tetragonal,Sn,Si,2.35,1.966666667,9.291390728,31.03384842,1.48,1.54,0.285714286,0.868169992,231.999676,186.802864,176.786556,0.855555556,0.81,0.69,0.4,1.96,1.9,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,118,787,2.3296,140.0,4,1687.0,3538.0,111,210,28.085
SnSmO3,Cubic,Sn,Sm,2.35,3.333333333,9.291390728,24.77924945,1.48,2.27,0.685714286,0.662163554,240.943831,186.802864,185.536239,0.961864407,0.81,0.69,0.96,1.96,1.17,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,200,545,7.52,79.0,2,1347.0,2067.0,120,229,150.4
SnSrO3,Orthorhombic,Sn,Sr,2.35,4.15,9.291390728,19.31567329,1.48,2.49,0.842857143,0.605699995,241.908191,186.802864,186.441991,0.965116279,0.81,0.69,1.18,1.96,0.95,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62
SnTaO3,Tetragonal,Sn,Ta,2.35,2.433333333,9.291390728,60.52244297,1.48,1.94,0.485714286,0.751300955,240.980956,186.802864,185.661276,0.932692308,0.81,0.69,0.68,1.96,1.5,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,146,761,16.654,58.0,13,3290.0,5731.0,120,217,180.9479
SnTbO3,Cubic,Sn,Tb,2.35,3.2,9.291390728,29.96688742,1.48,2.24,0.542857143,0.723474994,240.948016,186.802864,185.548416,1.037037037,0.81,0.69,0.76,1.96,1.2,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,192,566,8.229,400.0,5,1629.0,3503.0,120,221,158.92535
SnTcO3,Orthorhombic,Sn,Tc,2.35,2.283333333,9.291390728,44.70198675,1.48,1.54,0.428571429,0.781352993,246.999676,186.802864,191.786556,0.77,0.81,0.69,0.6,1.96,1.9,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,137,702,11.5,7.7,7,2430.0,4538.0,126,209,96.90636
SnTeO3,Cubic,Sn,Te,2.35,2.216666667,9.291390728,13.29396615,1.48,1.34,0.692857143,0.659369615,240.998236,186.802864,185.838396,0.565400844,0.81,0.69,0.97,1.96,2.1,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,133,869,6.232,0.52,16,722.66,1261.0,120,206,127.6
SnThO3,Cubic,Sn,Th,2.35,3.0,9.291390728,37.21486387,1.48,2.14,0.671428571,0.667823071,240.960796,186.802864,185.587836,0.914529915,0.81,0.69,0.94,1.96,1.3,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,180,587,11.72,0.00943,6,2023.0,5061.0,120,237,232.038
SnTiO3,Tetragonal,Sn,Ti,2.35,2.333333333,9.291390728,35.70640177,1.48,1.9,0.435714286,0.777465665,256.984124,186.802864,201.6751,0.945273632,0.81,0.69,0.61,1.96,1.54,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867
SnTlO3,Orthorhombic,Sn,Tl,2.35,2.833333333,9.291390728,10.61442237,1.48,1.82,0.635714286,0.682404361,240.989596,186.802864,185.701884,0.794759825,0.81,0.69,0.89,1.96,1.62,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383
SnTmO3,Cubic,Sn,Tm,2.35,3.133333333,9.291390728,33.44370861,1.48,2.19,0.628571429,0.685397362,240.954631,186.802864,185.568351,0.960526316,0.81,0.69,0.88,1.96,1.25,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,188,597,9.321,50.0,9,1818.0,2223.0,120,227,168.93422
SnUO3,Cubic,Sn,U,2.35,2.916666667,9.291390728,25.90139809,1.48,2.06,0.635714286,0.682404361,240.969724,186.802864,185.618076,0.899563319,0.81,0.69,0.89,1.96,1.38,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,175,597,18.95,35.0,8,1408.0,4404.0,120,240,238.0289
SnVO3,Orthorhombic,Sn,V,2.35,2.233333333,9.291390728,40.15820456,1.48,1.81,0.414285714,0.789245448,245.990199,186.802864,190.705151,0.914141414,0.81,0.69,0.58,1.96,1.63,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,134,651,6.11,31.0,5,2183.0,3680.0,125,179,50.9415
SnWO3,Cubic,Sn,W,2.35,2.316666667,9.291390728,67.9727741,1.48,1.08,0.471428571,0.758595139,240.9856,186.802864,185.895024,0.524271845,0.81,0.69,0.66,1.96,2.36,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,139,770,19.25,35.0,14,3695.0,5828.0,120,210,183.84
SnYbO3,Orthorhombic,Sn,Yb,2.35,3.083333333,9.291390728,20.08830022,1.48,2.34,0.621428571,0.688416734,240.933436,186.802864,185.507196,1.030837004,0.81,0.69,0.87,1.96,1.1,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,185,603,6.965,0.52,10,1092.0,1469.0,120,242,173.05
SnYO3,Cubic,Sn,Y,2.35,3.733333333,9.291390728,33.02060338,1.48,2.22,0.642857143,0.679437385,243.950716,186.802864,188.556444,0.965217391,0.81,0.69,0.9,1.96,1.22,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,224,600,4.469,17.0,3,1795.0,3618.0,123,219,88.90584
SnZnO3,Cubic,Sn,Zn,2.35,2.316666667,9.291390728,12.74245769,1.48,1.79,0.528571429,0.730236442,242.991351,186.802864,187.711631,0.836448598,0.81,0.69,0.74,1.96,1.65,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,139,906,7.134,120.0,12,692.68,1180.0,122,139,65.4
SnZrO3,Tetragonal,Sn,Zr,2.35,3.516666667,9.291390728,39.1464312,1.48,2.11,0.514285714,0.737125465,245.964279,186.802864,190.599311,0.995283019,0.81,0.69,0.72,1.96,1.33,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,211,640,6.506,23.0,4,2128.0,4682.0,125,186,91.22
Sr2O3,Cubic,Sr,Sr,4.15,4.15,19.31567329,19.31567329,2.49,2.49,0.842857143,0.778365604,242.0,186.441991,186.441991,0.965116279,1.44,1.18,1.18,0.95,0.95,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62
SrAcO3,Orthorhombic,Sr,Ac,4.15,3.25,19.31567329,24.35614422,2.49,2.34,0.8,0.796898118,240.997975,186.441991,185.507196,0.928571429,1.44,1.18,1.12,0.95,1.1,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,195,499,10.07,0.12,5,1324.0,3471.0,120,260,227.02775
SrAgO3,Cubic,Sr,Ag,4.15,2.666666667,19.31567329,22.71762325,2.49,1.51,0.678571429,0.854546067,244.913564,186.441991,189.794791,0.642553191,1.44,1.18,0.95,0.95,1.93,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868
SrAgO3,Orthorhombic,Sr,Ag,4.15,2.666666667,19.31567329,22.71762325,2.49,1.51,0.678571429,0.854546067,244.913564,186.441991,189.794791,0.642553191,1.44,1.18,0.95,0.95,1.93,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868
SrAlO3,Cubic,Sr,Al,4.15,2.383333333,19.31567329,17.17139441,2.49,1.83,0.385714286,1.03514601,241.960796,186.441991,186.698599,0.943298969,1.44,1.18,0.54,0.95,1.61,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
SrAlO3,Orthorhombic,Sr,Al,4.15,2.383333333,19.31567329,17.17139441,2.49,1.83,0.385714286,1.03514601,241.960796,186.441991,186.698599,0.943298969,1.44,1.18,0.54,0.95,1.61,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
SrAsO3,Cubic,Sr,As,4.15,1.983333333,19.31567329,20.05150846,2.49,1.26,0.371428571,1.045928781,239.863839,186.441991,184.857116,0.65625,1.44,1.18,0.52,0.95,2.18,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159
SrAsO3,Tetragonal,Sr,As,4.15,1.983333333,19.31567329,20.05150846,2.49,1.26,0.371428571,1.045928781,239.863839,186.441991,184.857116,0.65625,1.44,1.18,0.52,0.95,2.18,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159
SrAuO3,Cubic,Sr,Au,4.15,2.4,19.31567329,24.6013613,2.49,0.9,0.664285714,0.861881227,240.772471,186.441991,185.9271,0.386266094,1.44,1.18,0.93,0.95,2.54,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657
SrAuO3,Orthorhombic,Sr,Au,4.15,2.4,19.31567329,24.6013613,2.49,0.9,0.664285714,0.861881227,240.772471,186.441991,185.9271,0.386266094,1.44,1.18,0.93,0.95,2.54,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657
SrBaO3,Cubic,Sr,Ba,4.15,4.216666667,19.31567329,18.39587932,2.49,2.55,0.964285714,0.730248458,240.999676,186.441991,185.414775,0.927272727,1.44,1.18,1.35,0.95,0.89,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33
SrBeO3,Cubic,Sr,Be,4.15,1.866666667,19.31567329,28.69757174,2.49,1.87,0.321428571,1.085504464,216.965404,186.441991,161.685279,1.010810811,1.44,1.18,0.45,0.95,1.57,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,112,900,1.85,200.0,2,1560.0,2744.0,96,153,9.012183
SrBeO3,Tetragonal,Sr,Be,4.15,1.866666667,19.31567329,28.69757174,2.49,1.87,0.321428571,1.085504464,216.965404,186.441991,161.685279,1.010810811,1.44,1.18,0.45,0.95,1.57,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,112,900,1.85,200.0,2,1560.0,2744.0,96,153,9.012183
SrBiO3,Monoclinic,Sr,Bi,4.15,2.633333333,19.31567329,10.01747609,2.49,1.42,0.642857143,0.873123156,240.896959,186.441991,185.818524,0.617391304,1.44,1.18,0.9,0.95,2.02,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,158,703,9.807,400.0,7,544.55,1837.0,120,207,208.9804
SrBiO3,Orthorhombic,Sr,Bi,4.15,2.633333333,19.31567329,10.01747609,2.49,1.42,0.642857143,0.873123156,240.896959,186.441991,185.818524,0.617391304,1.44,1.18,0.9,0.95,2.02,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,158,703,9.807,400.0,7,544.55,1837.0,120,207,208.9804
SrBO3,Orthorhombic,Sr,B,4.15,1.45,19.31567329,43.19352465,2.49,1.4,0.192857143,1.202504945,204.893071,186.441991,149.8236,0.838323353,1.44,1.18,0.27,0.95,2.04,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81
SrBO3,Cubic,Sr,B,4.15,1.45,19.31567329,43.19352465,2.49,1.4,0.192857143,1.202504945,204.893071,186.441991,149.8236,0.838323353,1.44,1.18,0.27,0.95,2.04,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81
SrCaO3,Cubic,Sr,Ca,4.15,3.233333333,19.31567329,20.51140545,2.49,2.44,0.714285714,0.836743024,291.999775,186.441991,236.464176,1.016666667,1.44,1.18,1.0,0.95,1.0,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,194,590,1.54,200.0,2,1115.0,1757.0,171,231,40.08
